gene_name	chr	TSS	TSS_POL2_sig
PXK	chr3	58332891	1.91923
UBA5	chr3	132660328	76.1474
BCAT1	chr12	24949101	151.478
MIR520A	chr19	53690880	0.00390953
LTO1	chr11	69675353	243.044
MIR3714	chr3	16933195	0.00219518
TRIM22	chr11	5689789	0.0206239
FNDC4	chr2	27495200	0.18972
TMEM100	chr17	55732081	1.93256
FAM135A	chr6	70413403	273.193
EPPIN-WFDC6	chr20	45547401	0.0163017
MIGA1	chr1	77779804	19.7201
PILRA	chr7	100373486	7.45561
GSTM2	chr1	109668056	0.612643
FERMT1	chr20	6123030	0.00366102
TMEM202-AS1	chr15	72474239	372.424
PSG9	chr19	43269530	0.0229959
FAM172BP	chr3	101518866	2.70394
SHCBP1	chr16	46621379	103.749
PPM1D	chr17	60600192	333.978
AIF1	chr6	31615233	0.0207944
RN7SL3	chr14	49853914	0.0409513
NFIA	chr1	61077226	31.3977
TMEM37	chr2	119431853	34.087
LINC02411	chr12	127636467	0.0154026
LOC102723831	chr6	151228457	0.0895674
SNORD21	chr1	92837288	28.2111
SOS1	chr2	39121051	105.571
ADIPOQ-AS1	chr3	186861368	0.454825
PSG8	chr19	42765678	0.00758299
RTEL1	chr20	63658311	109.111
LOC101928796	chr21	45972969	0.0480187
MIR7111	chr6	35470507	89.827
LINC00428	chr13	42872744	0.00253332
BCAS4	chr20	50794893	0.522223
LINC00459	chr13	62323656	0.00854291
CASR	chr3	122183667	0.0442181
SPPL2A	chr15	50765706	351.537
CEACAM8	chr19	42594924	0.0613446
PEX11G	chr19	7489035	63.7434
CATIP-AS1	chr2	218367902	187.114
LINC00691	chr3	24103247	0.026454
LINC00301	chr11	60615750	0.0020474
PFKFB2	chr1	207053274	207.492
CXCR6	chr3	45943463	0.415883
LOC101928858	chr5	67793212	0.221239
DTL	chr1	212035747	326.45
CD6	chr11	60971679	0.11226
INCA1	chr17	4997610	21.1373
SLC2A5	chr1	9072259	0.742543
PPP1R17	chr7	31687016	0.0982108
C12orf45	chr12	104986315	109.488
GEMIN2	chr14	39114322	58.5164
CISD3	chr17	38730340	30.1213
CPSF4	chr7	99438942	210.553
HGSNAT	chr8	43140463	48.2585
FZR1	chr19	3506310	28.9326
ATL3	chr11	63671376	30.236
GPR87	chr3	151316820	0.0446605
MIR4667	chr9	35608093	0.0751516
RNF10	chr12	120534355	145.994
KIAA1549	chr7	138981389	0.0143575
LOC100287175	chr16	636951	34.6485
ZNF708	chr19	21329410	88.0437
CAPRIN2	chr12	30754951	24.1986
ERGIC2	chr12	29381172	90.5792
IL18BP	chr11	71999062	12.3077
HSPB8	chr12	119178930	0.0286172
GRP	chr18	59220157	0.0371943
LINC01600	chr6	2634603	0.00197265
LOC550113	chr4	68053507	0.0840245
ZNF586	chr19	57769675	42.5037
SORBS3	chr8	22565728	1.79391
RRAS2	chr11	14359183	36.7919
HPGD	chr4	174522893	3.36599
APCDD1	chr18	10454634	0.00096202
ZSCAN10	chr16	3099294	0.00968133
FLCN	chr17	17237168	59.0825
TNIP1	chr5	151081034	126.7
TNNI1	chr1	201421730	0.0542013
TUBB2B	chr6	3227653	1.02707
CELF4	chr18	37485792	0.0335107
LOC105377967	chr6	118085902	0.0127457
MIR3668	chr6	140205251	1.63847
ACR	chr22	50738203	0.0101897
ATOH7	chr10	68232113	0.0410504
GABRB3	chr15	26629090	3.88242
MPC1L	chrX	40623565	0.039227
FAT1	chr4	186723856	27.2197
LINC01433	chr20	4193089	0.120392
MYOF	chr10	93482334	0.0196294
STK11	chr19	1205777	13.9132
POLR2J	chr7	102478922	0.001341
CYB5R1	chr1	202967257	55.346
LUZP4	chrX	115289714	0.178154
IL22	chr12	68253604	0.0932739
TNFRSF18	chr1	1206592	0.0495168
MAB21L4	chr2	240892035	0.0299847
RFK	chr9	76394426	56.7085
GFOD1	chr6	13487600	37.6203
ARL17B	chr17	45515228	0.00028504
ZNF165	chr6	28080567	72.6317
TNRC6B	chr22	40177924	159.678
KIR2DS1	chr19	54755009	0.00047268
LOC105369140	chr1	143744834	0.00023
SSUH2	chr3	8652084	0.0928122
PRR12	chr19	49591181	56.4831
PLEKHS1	chr10	113764818	0.0217701
LRIT2	chr10	84225589	0.082963
RPL34	chr4	108620628	369.386
UBE2L5	chr13	30422492	4.24118
GJA9	chr1	38881587	0.0782938
LRRN2	chr1	204685738	0.00164698
RPS18	chr6	33272074	1125.69
NAPRT	chr8	143578330	57.9202
SLX1B	chr16	30193842	0.00023
SLX1B	chr16	29454500	0.00023
SLX1B	chr16	30193842	0.00023
RIIAD1	chr1	151721521	0.0323686
ASB11	chrX	15315640	0.0673335
SYCP2L	chr6	10887051	259.205
SLC22A17	chr14	23352912	0.00815177
PGS1	chr17	78378648	56.0698
NPRL2	chr3	50350775	37.2289
SRRM3	chr7	76201895	0.0565704
SPR	chr2	72887407	11.7911
PHACTR3-AS1	chr20	59628289	0.00802684
MIR4486	chr11	19575309	0.00203762
TCEA1	chr8	54022448	193.883
SLC20A1	chr2	112645938	415.525
KIR3DL2	chr19	54850442	0.0108879
ULK1	chr12	131894621	44.6601
KIAA1217	chr10	24466530	0.0633082
MIR548D1	chr8	123348130	4.75044
LOC613206	chr9	124261168	0.235392
ZNF835	chr19	56671757	0.0025316
PHOSPHO2-KLHL23	chr2	169694468	119.859
RDH5	chr12	55720392	1.83859
SH3GL3	chr15	83447340	0.989426
TAS2R31	chr12	11031407	0.1205
TGFBR3L	chr19	7914829	140.65
LINC01016	chr6	33896907	0.261006
SPATA19	chr11	133845513	0.00501088
LEFTY2	chr1	225941492	0.0231679
NCALD	chr8	101790969	0.0705479
MTPN	chr7	135977359	157.988
H2AC2P	chr6	25732380	0.0495435
PNMA6A	chrX	153072453	0.00023
CEP70	chr3	138594260	75.3682
GNB1L	chr22	19854874	1000.51
LINC02226	chr5	8457564	43.7188
IFNA22P	chr9	21278563	0.00205708
FRRS1L	chr9	109167249	0.00025832
MIR3133	chr2	241477904	0.00552768
GUCY2GP	chr10	112356595	0.0009832
CDKN2C	chr1	50968694	164.765
TIE1	chr1	43300981	0.011995
TRAF7	chr16	2155781	751.793
KLF17	chr1	44118820	0.00674535
GTF2H5	chr6	158168349	285.243
LINC00342	chr2	95826981	7.48945
CTNNAL1	chr9	109013499	79.9332
FGL2	chr7	77199819	0.0316852
MIR6756	chr11	119313012	5.09393
TAT	chr16	71577092	0.0133977
TMEM201	chr1	9588910	3.44075
LRRC20	chr10	70382650	39.4796
NPEPPSP1	chr17	38257249	1.92893
POLR2M	chr15	57706713	93.736
FOXC1	chr6	1609914	0.00308128
ALDH1B1	chr9	38392701	72.4169
CLCC1	chr1	108963484	202.718
ZNF318	chr6	43369647	33.9964
PFKFB1	chrX	54994188	0.0909977
NGLY1	chr3	25790039	239.745
STX18	chr4	4542048	136.771
TIMM23	chr10	45972488	135.231
SULT1C4	chr2	108377953	0.427004
ENTPD4	chr8	23457647	44.5382
SLC51B	chr15	65045386	0.00479597
ZADH2	chr18	75209139	23.047
SULT1C3	chr2	108239967	0.00845247
LINC02417	chr12	3368107	0.0324621
IL31	chr12	122174221	0.0424934
LCN15	chr9	136764518	0.00418309
CHCHD2	chr7	56106476	384.49
SLC16A11	chr17	7044092	1.21307
E2F5	chr8	85177153	48.2365
ARRB1	chr11	75351661	46.757
OR2AE1	chr7	99877033	0.0335694
STRN	chr2	36966536	146.186
MTMR2	chr11	95924107	303.767
LIX1L	chr1	145958017	28.4583
TEX45	chr19	7497547	0.055927
SPON2	chr4	1208962	3.00252
COL5A3	chr19	10010504	0.0401083
LINC01979	chr17	79926725	0.0998756
CNGB1	chr16	57971128	0.0218861
TVP23C-CDRT4	chr17	15563483	30.0577
C20orf194	chr20	3407662	18.1037
ACOT11	chr1	54548227	0.0123668
CD96	chr3	111542196	0.0315377
GPC5-AS1	chr13	92721614	0.0196515
PCLAF	chr15	64381441	197.18
MARCKSL1	chr1	32336233	154.776
SH3BGRL3	chr1	26280085	200.502
POM121L1P	chr22	22644541	0.00092961
EDN3	chr20	59300610	0.0104444
LOC101927727	chr17	909631	0.112266
GJD4	chr10	35605340	0.0221912
GDE1	chr16	19522098	31.6514
CCNA1	chr13	36432494	0.010569
MFAP3L	chr4	170026395	14.9536
CYP4F3	chr19	15641311	0.0109857
PBX3	chr9	125747372	0.0434875
CD81-AS1	chr11	2377992	9.62416
MGAT4D	chr4	140498293	0.0245899
LINC02420	chr12	67442559	0.218145
WNK4	chr17	42780609	152.724
LOC646030	chr17	31059109	0.00561859
RAB11A	chr15	65869490	601.74
TFAP2E	chr1	35573313	0.00309938
TNNC1	chr3	52454041	0.428835
NOA1	chr4	56977606	334.165
RNF6	chr13	26222314	252.655
LAMA2	chr6	128883137	0.0189529
LINC01297	chr14	19384288	0.00023
NT5DC3	chr12	103841234	72.9279
RPARP-AS1	chr10	102449816	108.174
MIR4443	chr3	48196563	0.00222599
HOGA1	chr10	97584388	0.0436984
TSC22D1-AS1	chr13	44575895	0.076842
TRABD2A	chr2	84881084	0.0637182
VEGFA	chr6	43770210	240.21
CA12	chr15	63382110	0.00150931
ZNF547	chr19	57363550	9.34949
CTSC	chr11	88337736	309.873
NDUFC1	chr4	139301234	220.644
BTNL9	chr5	181040265	0.57659
CIBAR1	chr8	93700549	0.516086
CD27	chr12	6444954	0.0102516
JMY	chr5	79236130	106.535
GAGE2E	chrX	49331604	0.00023
ITGA7	chr12	55712408	0.484782
PLP2	chrX	49171897	61.2483
TLR6	chr4	38856817	0.728903
ARHGAP29	chr1	94237584	0.0348102
LOC101928659	chr16	87317508	462.953
EFCAB9	chr5	172194171	0.720345
RAPGEF4	chr2	172821824	0.112812
TEX2	chr17	64263260	27.0522
EDC3	chr15	74696024	138.526
CTAGE4	chr7	144183454	0.00023
CTAGE4	chr7	144269299	0.00023
TTTY13	chrY	21594666	0.00023
IQSEC2	chrX	53281584	5.4298
KRR1	chr12	75511609	74.7317
ALDH5A1	chr6	24494968	20.9877
EPHA4	chr2	221574202	0.0918098
OTC	chrX	38352603	0.0112223
PPY	chr17	43942476	0.00257154
ZNF688	chr16	30572407	78.2293
STAU1	chr20	49219295	138.658
LINC02093	chr17	13306760	0.0311778
MPND	chr19	4343526	51.2548
EXD2	chr14	69191765	33.9751
SNORA14B	chr1	235127937	10.6668
CTBP1-AS	chr4	1210119	8.08737
MIR12114	chr22	50407441	3.83622
MRPS18B	chr6	30617839	541.931
C1orf220	chr1	178542795	0.388945
GTF2IP1	chr7	73154928	3.04535
ATP6V1B1	chr2	70935899	0.150664
KCMF1	chr2	84971160	2.63305
LOC155060	chr7	149285280	17.9722
UBP1	chr3	33440405	72.6169
OR52E2	chr11	5059627	0.00494682
CLMP	chr11	123195248	0.0025095
H2AC12	chr6	27147105	2917.49
NKAIN2	chr6	124283004	0.028755
FGF7	chr15	49423241	0.0050052
KLK3	chr19	50854914	0.0944369
KDM4A	chr1	43650148	210.706
GAPLINC	chr18	3466249	0.00839247
LINC02521	chr6	2634499	0.00194474
MYBPH	chr1	203175826	0.0183885
CDH23	chr10	71811882	11.6563
PLGRKT	chr9	5437925	30.4387
CAND1.11	chr11	10308312	0.163478
DNAJC9-AS1	chr10	73247366	652.792
RAB41	chrX	70282171	0.416525
SAT1	chrX	23783157	477.037
MAP10	chr1	232805415	13.8921
PIH1D1	chr19	49451814	57.4515
CENPV	chr17	16353469	12.1259
MOGAT1	chr2	222671657	0.062332
MRPL57	chr13	21176657	280.273
GATD3B	chr21	5128369	4.37308
H2BC10	chr6	26272930	0.00307063
GPR3	chr1	27392621	43.8012
LINC01607	chr8	79768141	4.16123
CRB2	chr9	123368778	0.496365
TM7SF3	chr12	27014384	4.18449
MAP3K6	chr1	27366961	32.5098
GRB10	chr7	50792874	12.5963
KIAA0087	chr7	26538825	0.0486253
SRP19	chr5	112861187	121.241
FGD6	chr12	95217467	62.5746
SNORA8	chr11	93732499	97.6647
IL1R2	chr2	101991959	0.207962
LINC02022	chr3	12885211	0.217126
C11orf71	chr11	114400511	378.125
RPL32	chr3	12841565	511.385
GORASP2	chr2	170929252	170.916
PRPH2	chr6	42722597	0.00546698
GSR	chr8	30727846	73.5992
PRRT4	chr7	128361685	0.0418331
LINC02304	chr14	97154856	0.0069733
RNU105B	chr20	8831184	0.00296904
LCE2B	chr1	152686122	0.00409132
CEBPB	chr20	50190829	132.566
FOCAD	chr9	20684258	70.413
ARHGAP12	chr10	31928876	72.1708
NMRAL1	chr16	4474625	193.242
NOS2	chr17	27800529	0.026054
ARSD	chrX	2929339	0.00182844
BAZ2B	chr2	159712442	351.675
PARK7	chr1	7961653	326.5
TIMM10	chr11	57530754	65.1332
C1orf122	chr1	37807800	126.949
LINC02432	chr4	141332617	885.474
LOC220729	chr3	197627881	42.3524
EXTL1	chr1	26021774	0.270304
SEC1P	chr19	48638038	28.2353
ASH2L	chr8	38105528	413.894
LOC145783	chr15	56918499	101.799
FOXD2-AS1	chr1	47434641	0.66776
ZNF22	chr10	45000922	51.1502
LIPT2	chr11	74493724	67.4462
TBC1D3H	chr17	36457529	0.00235024
MIR154	chr14	101059754	0.015389
MESTIT1	chr7	130491172	0.0272051
LINC01003	chr7	152464123	196.568
SLC5A4	chr22	32255347	0.0494541
TMEM134	chr11	67469251	81.5117
SMIM3	chr5	150777945	0.443385
ADCY4	chr14	24335071	0.00607693
GLRX2	chr1	193105414	111.983
SLC6A19	chr5	1201594	0.213683
NAF1	chr4	163166890	171.99
FUCA1	chr1	23868290	22.6881
LOC441204	chr7	26398568	36.3251
MIR520F	chr19	53682158	0.0490573
CLIC4	chr1	24745446	76.4149
NIBAN1	chr1	184974508	53.3848
SIM2	chr21	36699114	0.0114398
PRR23D2	chr8	7539627	0.00023
PRR23D2	chr8	7781413	0.00023
MIR1181	chr19	10403538	88.4235
CST5	chr20	23879748	0.00132024
AGTRAP	chr1	11736135	60.7402
ASB7	chr15	100602549	42.6553
ZNF833P	chr19	11673997	3.06841
FAM124A	chr13	51222333	0.109972
SNORD116-24	chr15	25094035	0.0101708
HLA-G	chr6	29827824	0.0343861
VMA21	chrX	151397184	100.929
LOC100132215	chr2	63048521	0.766643
LUC7L2	chr7	139359845	1102.5
CCL23	chr17	36017972	0.0282436
CHCHD7	chr8	56211637	155.004
FZD10-AS1	chr12	130161678	0.0121877
COX7A2	chr6	75243801	246.204
AK1	chr9	127877675	17.5686
RARA-AS1	chr17	40343136	2.24436
OR51L1	chr11	4994850	0.0161424
CDK2AP1	chr12	123270283	3.29322
MARCHF3	chr5	127030558	254.11
HGC6.3	chr6	167976939	0.00337624
GRXCR2	chr5	145872968	0.0367175
OVOL1	chr11	65787062	0.0124583
UBLCP1	chr5	159263289	209.682
OR7E14P	chr11	17051885	0.031512
TMEM88	chr17	7855065	10.2594
DLGAP5	chr14	55191585	101.381
SNORD115-8	chr15	25184305	0.00196028
CDC25A	chr3	48188417	57.9312
SLC1A1	chr9	4490467	0.0160494
USP53	chr4	119212626	432.558
LOC100996437	chr7	66654518	331.762
ARIH2OS	chr3	48919385	81.8067
TMEM41B	chr11	9314593	176.676
GVINP1	chr11	6721879	0.419945
MRPS31P5	chr13	52194467	93.0651
SEC22B3P	chr1	148791969	0.00023
SEC22B3P	chr1	149338282	0.00023
FGF7P6	chr9	62376255	0.00023
PCAT7	chr9	94555044	1.44009
TBR1	chr2	161416296	0.0668823
ENDOG	chr9	128818499	152.666
BTG3	chr21	17612901	110.482
KCNMB2	chr3	178558849	0.0313677
PRKAR2A	chr3	48847874	44.3227
LINC00613	chr4	135888093	0.0578185
BAALC-AS1	chr8	103172140	0.149573
TMEM167A	chr5	83077394	248.074
ROBO2	chr3	77040098	0.515588
MRPL1	chr4	77862829	306.079
SNORA29	chr6	159785733	13.5806
CLEC1B	chr12	9999300	0.166359
MIR4706	chr14	65044687	6.10808
CDAN1	chr15	42737128	99.1081
CHST2	chr3	143119770	150.163
NOL12	chr22	37686342	71.7281
GZF1	chr20	23362181	84.8836
PDPN	chr1	13585459	0.0370347
TCL1B	chr14	95686425	0.0161917
FGF14	chr13	102402048	0.0140883
SAXO2	chr15	82262817	44.4613
LRIG2-DT	chr1	113073102	232.306
CTXN3	chr5	127649020	0.0271272
MIR4701	chr12	48772037	0.0060211
MRPS25	chr3	15065315	281.059
LINC02585	chr3	48663767	110.85
ADRA2B	chr2	96116571	0.042463
BUD23	chr7	73683596	287.467
MIR501	chrX	50009721	0.0636704
SRI-AS1	chr7	88216659	0.300398
PYY	chr17	44004445	1.6208
MIR325	chrX	77005501	0.0526905
HNRNPDL	chr4	82430225	160.575
COL22A1	chr8	138914041	0.0321628
ATP6V1A	chr3	113747034	38.3066
SPATA5L1	chr15	45402335	176.624
PPP1R7	chr2	241150466	23.9283
MIR4524A	chr17	69099632	0.00182992
EYA3	chr1	28088610	245.235
STMND1	chr6	17102049	0.0176757
MUC21	chr6	30983717	0.0278102
SCARNA23	chrX	24744440	0.359337
MIR8057	chr18	26591535	0.0208811
MEF2A	chr15	99565983	31.7285
MEF2A	chr15	99565927	31.7285
MEF2A	chr15	99565983	31.7285
GDPD1	chr17	59220510	32.4824
LOC613038	chr16	29467578	0.00023
LOC613038	chr16	30206927	0.00023
LRRC10B	chr11	61508748	0.0131045
KRTAP3-1	chr17	41009128	0.0124466
MIR3655	chr5	140647843	282.631
HECTD2-AS1	chr10	91611460	0.00914344
LINC02483	chr4	75354075	0.0133645
VKORC1L1	chr7	65873073	21.601
KLHL36	chr16	84648510	8.61385
SGMS1	chr10	50623956	71.2772
PPP2R5C	chr14	101761708	195.629
LINC00184	chr1	234629310	0.00027916
MIR6829	chr3	195882395	1.8196
SCARNA4	chr1	155926086	19.5396
OR6B2	chr2	240030429	0.00120756
AKAP7	chr6	131135466	11.4489
ERP29	chr12	112013347	282.372
C2orf72	chr2	231037522	0.00194576
MIOX	chr22	50486858	1.2153
DDT	chr22	23961500	0.00023
DDT	chr22	23979828	0.00023
DDT	chr22	23966887	0.00023
DDT	chr22	23974441	0.00023
TMC7	chr16	18984286	2.73485
H2BC21	chr1	149886682	2319.6
PZP	chr12	9208395	0.0551823
PPP1R1C	chr2	181954240	0.119229
SNORD50B	chr6	85677659	35.929
LOC105376306	chr9	133030422	114.162
HOXA11	chr7	27185232	0.0226212
BOLA2B	chr16	29454324	0.00023
BOLA2B	chr16	30193666	0.00023
BOLA2B	chr16	29454324	0.00023
BOLA2B	chr16	30193666	0.00023
SKIDA1	chr10	21525682	168.554
CXCL14	chr5	135578991	0.0693506
ITIH4-AS1	chr3	52823934	0.00364286
LOC100132062	chr1	495445	0.00023
LOC100132062	chr5	181323505	0.00023
CCL28	chr5	43397137	0.273713
ATP8B3	chr19	1812276	64.3475
RLF	chr1	40161386	200.422
CXCL5	chr4	73998677	0.00762673
FBLL1	chr5	168529304	0.0785328
MYH13	chr17	10373006	0.0260712
PARS2	chr1	54764523	105.105
LINC00323	chr21	41148064	0.0558446
PFAS	chr17	8249288	88.3204
ZBTB2	chr6	151391559	73.0716
SNAPC4	chr9	136398437	2.51253
VPS29	chr12	110502111	189.937
TTLL12	chr22	43187134	10.3471
PPIAP30	chr10	15155347	0.578725
PDXK	chr21	43719128	84.3949
LOC100130172	chr5	138032773	184.487
FCN1	chr9	134917912	0.00307447
ZNF407	chr18	74597869	63.7225
DCN	chr12	91178646	0.0487525
PGLYRP4	chr1	153348841	0.00575993
YRDC	chr1	37808208	129.009
CSMD3	chr8	113377152	0.0406387
MIR548AA1	chr8	123348033	4.80818
KISS1	chr1	204196491	0.0110756
ARL6IP4	chr12	122980059	105.533
PLCH1	chr3	155745071	1.28022
SEZ6	chr17	29006440	0.0133438
MIR4540	chr9	36864308	0.00753384
SNORD33	chr19	49490616	144.848
BTBD18	chr11	57751781	3.44591
LOC101927468	chr1	148247071	0.00148308
MBLAC1	chr7	100126966	147.598
LOC101927751	chr15	100919283	0.0206922
POTED	chr21	13609776	0.00023
S100A5	chr1	153541809	0.0221604
LINC00938	chr12	45727921	109.875
CTR9	chr11	10751245	176.757
RSRP1	chr1	25247519	855.437
NDST1	chr5	150508130	1.29083
MIR718	chrX	154019989	23.0802
ZNF705E	chr11	71821547	0.00155372
TWF2	chr3	52239158	42.752
TMEM116	chr12	112013219	285.525
PPP1R21	chr2	48440768	79.7555
MIR6850	chr8	144791991	323.001
SRL	chr16	4242080	0.0608541
AP1B1P1	chr22	32121976	0.028943
DTX2P1-UPK3BP1-PMS2P11	chr7	76980821	0.0662345
PHF10	chr6	169724500	33.7619
LTA	chr6	31572288	0.0293494
MARF1	chr16	15643154	260.033
KRTAP10-1	chr21	44540195	0.0486877
SUSD5	chr3	33218810	0.00117866
LOC101930370	chr4	173169652	10.7727
TFAP2D	chr6	50713525	0.026243
SMG1P5	chr16	30335374	116.824
LOC401442	chr8	738547	0.00023
C16orf46	chr16	81077267	66.3747
LINC01864	chr19	56066683	0.0412014
MMAA	chr4	145619384	161.108
MIR1255B2	chr1	167998659	2.59154
MYH16	chr7	99273300	0.00240585
ASPM	chr1	197146669	107.358
MIR875	chr8	99536861	0.557858
GMCL1	chr2	69829659	130.665
MIR9-3HG	chr15	89368098	1.39309
RASGRP4	chr19	38426219	2.16888
CEBPG	chr19	33373708	79.8341
SLIT1	chr10	97185959	0.0154445
LOC100505942	chr16	67528745	14.5895
GMFB	chr14	54488980	39.2259
KRTAP2-4	chr17	41065879	0.0187696
PML	chr15	73994715	22.7668
DNAJC6	chr1	65309542	6.74649
APOC2	chr19	44946050	0.430601
MIR3191	chr19	47227019	517.663
IFT57	chr3	108222424	24.0622
LRRC8A	chr9	128882132	30.9079
ARL2-SNX15	chr11	65014112	95.9763
HLA-DRB3	chr6_GL000251v2_alt	3947089	0
MPG	chr16	78224	53.7764
NEDD9	chr6	11232668	0.237033
SKI	chr1	2228318	0.00015817
SHLD2P1	chr10	46651976	0.00188768
IGFBP7	chr4	57110385	0.0137383
MIR1471	chr2	231892298	0.0282697
RPL3L	chr16	1954689	0.0322436
RBM39	chr20	35742336	620.075
TDRD15	chr2	21123967	0.555002
DVL3	chr3	184155376	11.5103
CDHR4	chr3	49799873	0.17964
FKBP3	chr14	45134481	125.894
SPNS1	chr16	28974777	48.8815
WASIR2	chr16	22915	0.00023
MIR548AK	chr10	12130816	0.0111332
MIR34AHG	chr1	9182338	0.0467541
GBA3	chr4	22692936	0.0486691
BICD1	chr12	32106846	52.548
SNORA79B	chr14	20323326	10.9717
PCDHA7	chr5	140834268	0.00985133
LINC01118	chr2	46816667	0.0836365
DEF6	chr6	35297817	20.7851
LOC101927267	chr12	49324576	13.001
SLC2A1-AS1	chr1	42959048	252.536
LOC101929709	chr8	89757711	178.936
SLC35G5	chr8	11331011	1.10648
ELK1	chrX	47650604	47.3927
SF3B1	chr2	197435093	182.523
MIR4739	chr17	79707249	0.0451345
EFCAB1	chr8	48735268	0.0484835
TUT1	chr11	62591523	309.032
PDIA6	chr2	10812785	50.5172
APP	chr21	26171128	0.123621
CDS1	chr4	84583126	0.0793574
TMEM59	chr1	54053438	111.851
CSTL1	chr20	23439684	0.0336185
SMIM32	chr5	136193162	2.30942
AGAP13P	chr10	46816539	0.0908094
NUTM2F	chr9	94328644	0.001636
NDUFS4	chr5	53560638	184.135
ANKH	chr5	14871778	0.968851
PDIA4	chr7	149028505	173.56
YWHAEP1	chr7	64433692	1.11579
KRT74	chr12	52573843	0.00479917
SLC1A5	chr19	46788594	754.911
NEMP2	chr2	190534722	84.6135
SORBS2	chr4	185811104	0.133809
DENND10P1	chrX	130494940	0.00737442
C15orf48	chr15	45430609	0.0144154
LOC100499194	chr2	113979984	0.376138
PTH2	chr19	49423441	2.4979
LOC105378330	chr10	63430574	0.36082
PTPRN2-AS1	chr7	157854584	0.0202766
COQ3	chr6	99394195	114.946
IMPA1	chr8	81686325	292.673
ZP2	chr16	21214510	0.0393418
DEFB126	chr20	142589	0.0111788
OR4D5	chr11	123939616	0.0325377
FAM187B	chr19	35228725	0.0597495
RAB29	chr1	205775482	12.2426
GPATCH8	chr17	44503406	87.305
RNASEH2C	chr11	65720798	137.584
LARP1	chr5	154755376	53.2726
VN1R4	chr19	53267665	0.00181107
ALMS1-IT1	chr2	73457102	0.149342
SLC24A5	chr15	48120989	0.00359372
KRT17P2	chr17	18426860	0.00023
MCM6	chr2	135876443	79.8103
LINC01706	chr20	7347432	0.013231
ADCYAP1	chr18	904870	0.0111818
CCT8L2	chr22	16592810	0.0124786
GLUL	chr1	182391790	718.072
HADHA	chr2	26244632	221.708
APH1B	chr15	63277549	122.3
MIR23B	chr9	95085207	1.05697
LINC02481	chr4	6690519	0.0183091
PCDH15	chr10	54801231	0.0455429
AFF1-AS1	chr4	86934850	75.0507
UPP1	chr7	48088602	40.1217
OR5P3	chr11	7825972	0.0706852
LINC00511	chr17	72640472	0.150203
ELP2	chr18	36129898	186.396
NLRP10	chr11	7963674	0.121058
PROSER2	chr10	11823355	38.9686
CDK7	chr5	69234885	78.8202
COMMD3-BMI1	chr10	22316382	112.424
LOC283194	chr11	59058452	0.00833132
HTR1B	chr6	77463491	0.00355064
HCAR3	chr12	122716811	0.00639363
OSMR-AS1	chr5	38845829	0.380591
LOC101929586	chr15	80562944	0.0377282
TNXA	chr6	32013023	0.19088
LOC101929058	chr12	103151841	0.003526
GJB6	chr13	20231233	0.0388799
TOMM7	chr7	22822849	116.964
LINC02546	chr11	29594412	0.0776301
RNASEH2B	chr13	50909790	76.3531
TSPAN19	chr12	85036277	0.0162187
ZNF433	chr19	12035741	39.9063
KIF18B	chr17	44947773	230.928
SLC4A8	chr12	51391316	11.3863
C20orf204	chr20	64033726	24.2559
NUP155	chr5	37371106	529.278
TNFSF12-TNFSF13	chr17	7549057	1.70399
EIF2B4	chr2	27370457	160.637
LINC00643	chr14	62117356	0.0138491
IRF6	chr1	209806175	31.1551
PRSS48	chr4	151277172	0.017647
CPB2	chr13	46105033	0.0441578
SLC7A9	chr19	32869767	0.00300087
ATG16L1	chr2	233251672	68.3877
NBL1	chr1	19645371	0.068448
SIDT1	chr3	113532370	0.376346
MIR4307	chr14	26908641	0.0770939
LINC01476	chr17	59526857	0.021113
MIR3910-1	chr9	91636250	0.0294792
KIR2DL2	chr19	54738516	0.0384555
MIR6503	chr11	60209156	0.0161891
RFXAP	chr13	36819221	12.7489
SRPX2	chrX	100644198	0.0212339
SAMD12-AS1	chr8	118621000	0.0103541
DRD2	chr11	113475398	0.024114
MARCO	chr2	118942193	0.180939
LOC100134317	chr19	36311342	0.00068432
CLTB	chr5	176416539	2.99365
EIF1B-AS1	chr3	40309698	270.071
RMI2	chr16	11345458	21.3807
MAD2L1	chr4	120066848	400.66
DIP2B	chr12	50504984	40.82
REXO4	chr9	133418096	119.812
RNF207-AS1	chr1	6205780	122.234
TBC1D3I	chr17	36457529	0.00235024
ZHX3	chr20	41317731	9.67428
EVA1B	chr1	36323645	9.2539
EEF1AKMT4-ECE2	chr3	184249671	128.083
ARHGEF17	chr11	73308275	3.48211
DYRK1A	chr21	37366933	93.5003
FRAT2	chr10	97334729	39.7765
POLA1	chrX	24693917	69.5089
LINC02194	chr16	24236103	0.0133446
LINC02026	chr3	194003659	3.02684
PPEF2	chr4	75902452	0.00018088
ALKAL1	chr8	52565430	0.00879006
C1QTNF8	chr16	1096244	0.00187724
CLEC4C	chr12	7747375	0.107365
COMMD4	chr15	75336062	105.095
CRTC3-AS1	chr15	90717140	274.079
TBC1D10B	chr16	30370494	0.0925005
OCEL1	chr19	17226225	99.0107
CIB3	chr19	16173525	0.113851
FAR2P1	chr2	130051131	0.00023
APOA4	chr11	116823304	0.0122101
WDR59	chr16	74985146	81.29
MIR363	chrX	134169452	0.0457782
SFT2D3	chr2	127701496	320.808
C4orf45	chr4	159035229	0.0513933
