gene_name	chr	strand	gene_start	gene_end
LLPH-DT	chr12	+	66130750	66134449
PRCD	chr17	+	76540043	76545376
ANKRD46	chr8	-	100520771	100559759
SNORA3A	chr11	+	8684226	8684356
RAB11FIP2	chr10	-	118004915	118046884
CTTNBP2NL	chr1	+	112396213	112461164
SDAD1-AS1	chr4	+	75980789	76005941
MAP4K3-DT	chr2	+	39437415	39601344
KCNJ5	chr11	+	128891355	128921163
MIR6814	chr21	-	41746771	41746841
NRSN2-AS1	chr20	-	319686	325252
NFATC2IP	chr16	+	28950996	28966446
LOC105370068	chr12	-	127648895	127655588
MIR92B	chr1	+	155195176	155195272
IFT80	chr3	-	160256985	160399225
LOC729681	chr6	+	166097719	166099637
HERPUD2	chr7	-	35632659	35695135
FGD3	chr9	+	92947522	93036233
TAZ	chrX	+	154411538	154421724
ZNF252P-AS1	chr8	+	145002810	145006046
ATP6V1E1	chr22	-	17592135	17628822
FCF1P2	chr3	-	48290278	48291678
CCDC187	chr9	-	136280941	136306901
MIR4645	chr6	-	2854030	2854107
FAM226A	chrX	+	72777072	72779095
FAM226A	chrX	-	72941727	72943750
LAT2	chr7	+	74210005	74229834
PPP3CA	chr4	-	101023417	101347526
SCG5-AS1	chr15	-	32665701	32673065
TMEM140	chr7	+	135148071	135166215
SNORA68	chr19	+	17862587	17862720
DINOL	chr6	-	36677608	36678559
LINC01718	chr20	+	61079063	61080179
LY9	chr1	+	160796173	160802746
RHBDL1	chr16	+	675670	678268
ULK4P1	chr15	+	30103546	30131734
ULK4P1	chr15	+	30572554	30600708
ULK4P1	chr15	-	32406610	32435049
RCAN3	chr1	+	24502343	24541040
LOC101929563	chr9	-	23500690	23672399
SCGB1C2	chr17	+	137568	139067
ALG11	chr13	+	52012397	52033600
ZNF850	chr19	-	36743479	36772807
CXCL10	chr4	-	76021117	76023497
FAM122C	chrX	+	134807236	134811181
TAS2R9	chr12	-	10809093	10810168
SNORA71D	chr20	-	38433861	38433999
CDK5R2	chr2	+	218959665	218962155
LMLN2	chr14	-	23099062	23104989
SPRED2	chr2	-	65310850	65432599
RYR1	chr19	+	38433690	38587564
LSAMP	chr3	-	115802373	116445487
LINC02121	chr5	-	5069191	5078311
MIR620	chr12	-	116148559	116148654
SERPINA9	chr14	-	94462720	94476197
KIZ-AS1	chr20	-	21194403	21218289
MIR2117	chr17	+	43444805	43444885
MTMR9LP	chr1	-	32231659	32241710
FOXP1	chr3	-	70954709	71130586
LINC00114	chr21	-	38739020	38768974
SLC6A20	chr3	-	45755448	45796536
RACGAP1	chr12	-	49989161	50025494
CNTROB	chr17	+	7932205	7949920
PLA2G1B	chr12	-	120322114	120327779
BDKRB2	chr14	+	96204838	96244164
OR5M1	chr11	-	56609237	56614874
TTI2	chr8	-	33498721	33513135
FAM72A	chr1	-	206186178	206204107
ACE	chr17	+	63477060	63498373
SPAG11B	chr8	+	7847879	7850285
SPAG11B	chr8	-	7450563	7463670
SPAG11B	chr8	-	7447753	7463670
SPAG11B	chr8	-	7450562	7452365
SPAG11B	chr8	-	7461264	7463670
SPAG11B	chr8	-	7450563	7463670
SPAG11B	chr8	-	7447753	7463670
SPAG11B	chr8	-	7450562	7452365
TAF8	chr6	+	42050523	42083272
AOC3	chr17	+	42851183	42858131
TMEM237	chr2	-	201620185	201642670
RASAL2	chr1	+	178094103	178478850
ZIC4	chr3	-	147386047	147404284
DISP3	chr1	+	11479154	11537551
WFDC12	chr20	-	45123424	45124465
ZNF76	chr6	+	35259734	35295985
ZIC2	chr13	+	99981783	99986765
OR1D5	chr17	-	3062668	3063607
TP53TG3C	chr16	+	33360895	33363485
TP53TG3C	chr16	+	33459666	33462256
TP53TG3C	chr16	+	33194280	33196865
TP53TG3C	chr16	-	32673520	32676110
TP53TG3C	chr16	-	32674087	32676127
TP53TG3C	chr16	+	33194263	33196303
TP53TG3C	chr16	+	33360895	33363485
TP53TG3C	chr16	+	33304343	33306383
TP53TG3C	chr16	+	33360878	33362918
TP53TG3C	chr16	+	33304360	33306945
TP53TG3C	chr16	+	33459649	33461689
TP53TG3C	chr16	+	33194280	33196865
TP53TG3C	chr16	+	33459666	33462256
TP53TG3C	chr16	-	32673520	32676110
TP53TG3C	chr16	+	33304360	33306945
TP53TG3C	chr16	-	32674087	32676127
TP53TG3C	chr16	+	33194263	33196303
TP53TG3C	chr16	+	33304343	33306383
TP53TG3C	chr16	+	33360878	33362918
TP53TG3C	chr16	+	33459649	33461689
TP53TG3C	chr16_KI270728v1_random	+	17250	19840
TP53TG3C	chr16_KI270728v1_random	+	17233	19273
LOC105377448	chr4	-	138819956	139012646
XAGE3	chrX	-	52862528	52868083
ZNF146	chr19	+	36215105	36238768
GML	chr8	+	142834800	142846851
RTP5	chr2	+	241869728	241873823
SMTN	chr22	+	31084995	31104624
MIR4795	chr3	-	87226188	87226277
LOC400684	chr19	-	32390049	32405539
LINC01107	chr2	-	238510689	238555499
IGSF11-AS1	chr3	+	118943075	118948241
LINC02720	chr11	-	80751200	80762803
TAS2R46	chr12	-	11061364	11062294
MTMR10	chr15	-	30938940	30991628
RPS6KA4	chr11	+	64359161	64372215
BCL2L14	chr12	+	12070938	12099693
FAM83D	chr20	+	38926416	38953106
RMI1	chr9	+	83980358	84004072
BMP8A	chr1	+	39491635	39529869
PARTICL	chr2	-	85537466	85538886
PTPN4	chr2	+	119759921	119984898
SPINK2	chr4	-	56809859	56821742
KCNJ14	chr19	+	48455573	48466980
ESM1	chr5	-	54977866	54985593
UBE2F-SCLY	chr2	+	237966944	238099413
MIR126	chr9	+	136670601	136670686
MIR6878	chr1	+	150492344	150492410
F11-AS1	chr4	-	186416047	186501058
NWD2	chr4	+	37244742	37449463
TFB1M	chr6	-	155256133	155314484
TRAPPC1	chr17	-	7930344	7931999
FAM24B-CUZD1	chr10	-	122832154	122879641
CYHR1	chr8	-	144463824	144465492
LOC729683	chr17	+	63700337	63702685
IFTAP	chr11	+	36594771	36659291
ZNF605	chr12	-	132918305	132956306
MIR885	chr3	-	10394488	10394562
MIR4791	chr3	-	19314847	19314931
DHDDS	chr1	+	26432281	26471304
CDRT8	chr17	-	15104984	15106187
ZDHHC8	chr22	+	20131803	20148007
RPL23AP7	chr2	-	113621725	113627138
SNORD114-22	chr14	+	100982925	100982996
AGPAT4-IT1	chr6	-	161160131	161161982
FAM104A	chr17	-	73207352	73232394
NUCKS1	chr1	-	205712821	205750182
COASY	chr17	+	42562147	42566277
OR51A4	chr11	-	4946158	4947100
HOXD1	chr2	+	176188667	176190907
FAM43B	chr1	+	20552572	20555020
MASTL	chr10	+	27155351	27187953
FCRL1	chr1	-	157794403	157820120
RIN3	chr14	+	92576233	92688994
ANKDD1A	chr15	+	64911901	64958691
LINC02345	chr15	+	38040392	38062340
MGLL	chr3	-	127689061	127823250
TMPRSS6	chr22	-	37065435	37103656
POFUT2	chr21	-	45263934	45287895
INHBB	chr2	+	120346135	120351803
VPS33B-DT	chr15	+	91022621	91031139
LOC107986845	chr7	+	128386681	128392347
FANCC	chr9	-	95099053	95317709
ESRP1	chr8	+	94641173	94707466
BMS1P2-AGAP9	chr10	-	47501752	47553500
CDK2	chr12	+	55966829	55972789
LINC02867	chr16	-	678517	679777
RAB30	chr11	-	82973132	83071897
PAPOLA	chr14	+	96502375	96535597
LINC00482	chr17	-	81302823	81309248
PRSS44P	chr3	-	46808639	46812574
PRL	chr6	-	22287247	22302835
SGSM2	chr17	+	2337500	2381054
NXF4	chrX	+	102549964	102571693
KIFC3	chr16	-	57758216	57803253
LINC00433	chr13	+	88540828	88545509
VWA5B2	chr3	+	184233415	184242329
ADCY10P1	chr6	+	41101033	41140835
OR10G6	chr11	-	123994162	123995161
MIR3153	chr9	+	89312224	89312306
MIR4670	chr9	-	92527983	92528058
RASGRP2	chr11	-	64726910	64745456
TRHR	chr8	+	109086584	109121565
SGPP2	chr2	+	222423987	222562621
LINC00607	chr2	-	215611562	215843536
LINC00637	chr14	+	103847720	103858049
CLDN18	chr3	+	138010164	138033649
AGO3	chr1	+	35931104	36072499
NEO1	chr15	+	73052462	73305204
FRGCA	chr21	-	6532206	6532776
FRGCA	chr21	-	43140522	43141092
TPTE2P3	chr13	+	52488992	52587090
SCYL2	chr12	+	100267139	100341724
LOC102725072	chr22	+	18850117	18861051
LINC00029	chr20	-	63034216	63037028
TRMT9B	chr8	+	12945672	13029775
GLRB	chr4	+	157076402	157172090
LINC00999	chr10	+	38428145	38452153
PCF11-AS1	chr11	-	83185520	83187484
SNAR-C5	chr19	+	47955681	47955801
LRRC31	chr3	-	169839171	169869935
POLR1D	chr13	+	27621891	27623448
MRM1	chr17	+	36601582	36608964
GPC4	chrX	-	133300102	133415489
LOC101927437	chr13	-	99740869	99957165
UBE2D2	chr5	+	139561165	139628433
SDC4P	chr22	-	30481289	30481756
PLAG1	chr8	-	56160908	56211273
LOC284344	chr19	-	43211790	43248646
TMEM59L	chr19	+	18612869	18621039
PLA2G15	chr16	+	68245372	68261058
ATP6V1B2	chr8	+	20197380	20221696
HSPBP1	chr19	-	55262222	55280383
RERG-AS1	chr12	+	15151922	15155281
MS4A6A	chr11	-	60172497	60184666
SSTR5-AS1	chr16	-	1064080	1078731
SPART	chr13	-	36301637	36346394
CLSTN2	chr3	+	139935184	140577396
LENG8	chr19	+	54449198	54462016
LOC729296	chr20	+	60087685	60101387
FAM87B	chr1	+	817370	819834
GYPE	chr4	-	143875314	143905559
LINC01221	chr1	+	199016132	199076735
LINC01567	chr16	-	24661421	24671062
ATP6V0D2	chr8	+	86098909	86154225
NCBP1	chr9	+	97633422	97673747
TMA7	chr3	+	48440256	48444208
PIGY-DT	chr4	+	88523809	88524996
LINC01298	chr8	-	95207006	95216374
LOC100288254	chr5	+	172285596	172298376
ADA	chr20	-	44619521	44651699
LOC285819	chr6	-	26471943	26482509
TCEAL8	chrX	-	103252994	103255155
MIR4299	chr11	-	11656650	11656722
PHGDH	chr1	+	119711933	119744215
GPR150	chr5	+	95620086	95622142
CPN2	chr3	-	194339767	194351328
SSBP1	chr7	+	141738320	141750488
ST6GAL1	chr3	+	186930525	187078553
NSMCE1-DT	chr16	+	27268204	27290468
PMS2P2	chr7	-	75343936	75358997
CFAP77	chr9	+	132410210	132573319
ANKRD36BP1	chr1	-	168245580	168247430
A3GALT2	chr1	-	33306765	33321098
ZNF740	chr12	+	53180721	53195142
GCNT1	chr9	+	76459151	76507416
KLHDC8B	chr3	+	49171597	49176486
LOC101927557	chr17	-	57522247	57523597
LOC105372440	chr19	-	50785727	50786160
RNF114	chr20	+	49936396	49953885
TTPA	chr8	-	63059488	63086053
TP53AIP1	chr11	-	128935370	128937834
JMJD6	chr17	-	76718450	76726606
CYCS	chr7	-	25118655	25125260
SNORA2B	chr12	-	48667456	48667593
LINC01058	chr13	-	30419438	30422244
APELA	chr4	+	164877177	164897527
LRRIQ4	chr3	+	169821890	169837772
FKSG29	chr13	+	99351419	99352027
TFDP2	chr3	-	141944427	142028626
NTAQ1	chr8	+	123416724	123448090
GXYLT1P3	chr9	-	66022660	66027819
GXYLT1P3	chr9	+	40348498	40353658
ADAMTS9-AS2	chr3	+	64684869	65011471
MRPL20	chr1	-	1401908	1407293
CD177	chr19	+	43353685	43363172
RNA18SN4	chr21	+	8209630	8211499
RNA18SN4	chr21	+	8392665	8394534
RNA18SN4	chr21	+	8436875	8438744
RNA18SN4	chr22_KI270733v1_random	+	125930	127799
RNA18SN4	chrUn_GL000220v1	+	109077	110946
UIMC1	chr5	-	176905005	177006779
ZBBX	chr3	-	167239842	167407886
PJVK	chr2	+	178451377	178462102
MMGT1	chrX	-	135960587	135973988
MIR517C	chr19	+	53741312	53741407
DDX11L16	chrX	-	156025657	156028183
BIVM	chr13	+	102799118	102841533
MIR483	chr11	-	2134133	2134209
LINC01063	chr3	-	196631503	196632587
HUS1B	chr6	-	655938	656964
ATXN7L3B	chr12	+	74537834	74545430
OSER1	chr20	-	44195940	44210771
GIT1	chr17	-	29573474	29589648
MFGE8	chr15	-	88898682	88913379
CAMLG	chr5	+	134738547	134752153
ARL2BP	chr16	+	57245258	57253635
MTHFS	chr15	-	79843546	79896997
MIR4663	chr8	-	123215787	123215863
DISP1	chr1	+	222815038	223005995
DOCK7	chr1	-	62454725	62688368
LOC101928764	chr13	-	21283509	21298091
FOLH1B	chr11	+	89659296	89698718
LINC02347	chr12	+	126442480	126472785
RHPN1-AS1	chr8	-	143366622	143368635
CDR2L	chr17	+	74987631	75005797
CYP2B7P	chr19	+	40924264	40950660
LRPPRC	chr2	-	43886223	43995989
IFT81	chr12	+	110124356	110218793
FUT8-AS1	chr14	-	65410592	65412617
CERKL	chr2	-	181536673	181657107
CERKL	chr2	-	181536673	181657105
CERKL	chr2	-	181536673	181657107
MIR3916	chr1	-	247201966	247202060
LOC101928739	chr3	-	179101370	179147973
MIR548X2	chr13	-	65966329	65966429
THG1L	chr5	+	157731419	157741449
LINC02136	chr16	-	71410440	71426464
ORC5	chr7	-	104126340	104208013
PDE10A	chr6	-	165327288	165663241
LOC100505736	chr2	-	28148555	28206961
ZNF71	chr19	+	56595295	56624176
TM6SF1	chr15	+	83107644	83137406
URB2	chr1	+	229626246	229660200
DHX58	chr17	-	42101410	42112714
LOC100507053	chr4	+	99088856	99301356
AFF1	chr4	+	87007000	87141054
NAB1	chr2	+	190649082	190692766
H2BC8	chr6	-	26216200	26216688
C11orf1	chr11	+	111879223	111884073
MIR4649	chr7	+	44110848	44110912
COL4A4	chr2	-	227002715	227164205
LOC101927699	chr10	-	46582168	46598145
LOC101927699	chr10	-	46596103	46598145
ANKMY2	chr7	-	16599779	16645754
RSU1	chr10	-	16590617	16817454
NEMP1	chr12	-	57055642	57078791
FSIP1	chr15	-	39600030	39782841
PRKX-AS1	chrX	+	3659486	3668190
ZC3H18	chr16	+	88570402	88631964
DRD5	chr4	+	9781633	9784009
ARHGAP24	chr4	+	85827936	86002666
SMURF1	chr7	-	99027439	99144108
MIR8068	chr11	-	28477480	28477548
COL17A1	chr10	-	104031285	104085880
WDR33	chr2	-	127701030	127811171
PRG2	chr11	-	57386779	57390650
ARHGAP39	chr8	-	144529178	144685846
PDE2A	chr11	-	72576139	72642460
TCERG1L	chr10	-	131092390	131311721
GALP	chr19	+	56176007	56185775
LOC100507564	chr1	+	53238609	53242783
STAM-AS1	chr10	-	17641283	17643918
ARID3A	chr19	+	926034	975937
MIR4738	chr17	-	75784520	75784607
GPR137C	chr14	+	52552835	52637713
TAMM41	chr3	-	11816291	11846885
WDR49	chr3	-	167478684	167657923
LINC01356	chr1	-	112820168	112850643
OR4F21	chr8	-	166085	167024
PARGP1	chr10	-	45854834	45972428
EP300-AS1	chr22	-	41185214	41197501
ACTRT1	chrX	-	128050961	128052403
HMGN4	chr6	+	26538365	26546933
LINC00189	chr21	+	29193493	29288205
LINC02622	chr10	+	70939052	70955641
GNRH1	chr8	-	25419257	25424261
LRMDA	chr10	+	75782760	76557376
RAB3GAP2	chr1	-	220148292	220272453
DUSP3	chr17	-	43766125	43778977
EXTL3	chr8	+	28701500	28753687
TMOD3	chr15	+	51829652	51915724
PGA5	chr11	+	61241174	61251443
CALM1	chr14	+	90397028	90408268
GOLGA1	chr9	-	124878274	124941083
ZNF329	chr19	-	58126249	58150789
MIR4715	chr15	-	25848746	25848825
ABI3BP	chr3	-	100749334	100993421
MIR514B	chrX	-	147250150	147250230
HCG4	chr6	-	29791030	29793073
LINC00662	chr19	-	27790492	27793940
MOK	chr14	-	102224440	102305164
ZNF311	chr6	-	28994787	29005315
CEACAM7	chr19	-	41673302	41688270
CSTB	chr21	-	43773949	43776308
WDFY4	chr10	+	48684872	48808941
ZNRD2-AS1	chr11	-	65569219	65570413
PHYHD1	chr9	+	128922282	128942041
RBM38-AS1	chr20	-	57384159	57393056
C9orf92	chr9	-	16203934	16276313
PGLS	chr19	+	17511648	17521288
PYURF	chr4	-	88520998	88523776
TMEM258	chr11	-	61788948	61792599
MICU2	chr13	-	21492690	21604170
PPP2R1B	chr11	-	111737877	111766389
HIGD2B	chr15	-	72675797	72686182
MOGS	chr2	-	74461056	74465382
LOC145845	chr15	-	36864442	36886533
TM4SF4	chr3	+	149474696	149503394
SUCNR1	chr3	+	151873642	151884619
ADGB	chr6	+	146598971	146815461
SNAI1	chr20	+	49982979	49988883
IPO9-AS1	chr1	-	201688255	201829559
POLR2J3	chr7	-	102537918	102572621
DCHS1	chr11	-	6621329	6655809
ADGRA1-AS1	chr10	-	133085248	133086697
DMXL1	chr5	+	119071054	119249129
UNC5D	chr8	+	35544391	35796550
FASTK	chr7	-	151076620	151080883
MIR6513	chr2	-	218280124	218280188
KLRA1P	chr12	-	10588477	10599835
ANKRD36C	chr2	-	95848931	95991824
CCN6	chr6	+	112054103	112069684
FLT3LG	chr19	+	49474214	49486231
E2F2	chr1	-	23506437	23531233
LINC01902	chr18	+	39841708	39889993
NFYB	chr12	-	104117085	104138210
RAB7B	chr1	-	205976739	206003395
PABPC4-AS1	chr1	+	39565069	39573203
SNORA40C	chr6	+	110848545	110848673
MAN2B1	chr19	-	12646507	12666777
MIR518C	chr19	+	53708734	53708835
MIR6806	chr19	+	58334687	58334751
MTCP1	chrX	-	155064033	155071136
A2MP1	chr12	-	9228532	9234207
MAPKAPK3	chr3	+	50611861	50649297
SEPTIN14	chr7	-	55793540	55862752
SLC25A46	chr5	+	110739006	110765156
HMG20A	chr15	+	77420887	77485603
MIR4730	chr17	+	80419417	80419493
MIR3667	chr22	-	49543392	49543466
CD1A	chr1	+	158248335	158258268
LINC01146	chr14	+	88024549	88087344
SCNN1D	chr1	+	1280435	1292029
PIEZO1	chr16	-	88715337	88785220
MIR514A3	chrX	-	147281942	147282030
TADA1	chr1	-	166856511	166876264
LPAR3	chr1	-	84811601	84893206
RPL17	chr18	-	49488480	49492464
RAC2	chr22	-	37225269	37244269
UBAP2L	chr1	+	154220848	154271510
MIR3939	chr6	-	166997806	166997912
MKNK1-AS1	chr1	+	46538695	46570255
SNRK-AS1	chr3	-	43346918	43351962
FBXO15	chr18	-	74073367	74147834
LCE3D	chr1	-	152579380	152580516
MIR10394	chr19	+	58393363	58393446
MAGED4B	chrX	+	52184822	52192268
MAGED4B	chrX	-	52061826	52069272
MAGED4B	chrX	+	52184822	52192268
MAGED4B	chrX	-	52061826	52069272
MAGED4B	chrX	+	52184822	52192268
MAGED4B	chrX	-	52061826	52069272
MPRIP	chr17	+	17042456	17192643
MEAT6	chr6	-	164793376	164822063
MIR101-2	chr9	+	4850296	4850375
REPS2	chrX	+	16946657	17153272
RNF145	chr5	-	159157408	159208073
MIR4634	chr5	+	174751733	174751787
OR13C4	chr9	-	104526252	104527209
TSNAX	chr1	+	231528668	231566523
SIL1	chr5	-	138946723	139198368
NAA11	chr4	-	79316646	79326061
LRRTM1	chr2	-	80301877	80304752
LINC01692	chr21	+	24840549	25057743
MIR29B1	chr7	-	130877458	130877539
UBR5	chr8	-	102252273	102412700
MIR3689D2	chr9	-	134850276	134850356
CNKSR1	chr1	+	26177490	26189884
PNPLA6	chr19	+	7534738	7561763
MRRF	chr9	+	122264881	122331335
MIR6865	chr17	-	4970085	4970150
SH2D6	chr2	+	85418930	85437031
ZNF818P	chr19	+	53212947	53216102
GPX7	chr1	+	52602370	52609051
KCTD12	chr13	-	76880174	76886405
MYL2	chr12	-	110910844	110920579
IL20RB	chr3	+	136957982	137011084
DKFZp451B082	chr6	-	163338341	163347033
HTR1E	chr6	+	86937527	87016679
ACO2	chr22	+	41469116	41528974
MOGAT2	chr11	+	75717837	75732952
UBD	chr6	-	29555514	29559732
MIR1909	chr19	-	1816158	1816238
TTC21B-AS1	chr2	+	165933856	165948321
TMEM165	chr4	+	55395956	55426175
OR1L1	chr9	+	122661715	122662648
PWAR1	chr15	+	25135641	25138053
DOK3	chr5	-	177501904	177510401
LINC01121	chr2	-	45174340	45254941
EIF4E	chr4	-	98871683	98929133
VEGFB	chr11	+	64234583	64239264
NAGPA	chr16	-	5024843	5033935
KHDRBS3	chr8	+	135457455	135647609
CAPNS2	chr16	+	55566683	55567684
TNFAIP8L3	chr15	-	51056600	51094906
WBP4	chr13	+	41061508	41084006
MIR1-1HG	chr20	+	62550452	62570764
PCDHGA7	chr5	+	141382741	141512973
OR1F2P	chr16	+	3215561	3216546
MIR1224	chr3	+	184241404	184241489
DLGAP1-AS1	chr18	+	3594113	3597379
PRSS46P	chr3	-	46719582	46736427
POR	chr7	+	75915154	75986855
PAX5	chr9	-	36833270	37034268
DRD1	chr5	-	175440035	175444182
OR6J1	chr14	-	22633565	22634844
ZNF717	chr3	-	75735867	75785549
LOC107984132	chr13	-	19074033	19118283
GLG1	chr16	-	74447439	74607114
ZNF350	chr19	-	51964339	51986840
BTBD11	chr12	+	107318433	107659642
PECR	chr2	-	216038387	216081809
CEP97	chr3	+	101724613	101770562
GPAT2	chr2	-	96021945	96035245
GPAT2	chr2	-	96021945	96035974
GPAT2	chr2	-	96021945	96035245
SLC18A3	chr10	+	49610309	49612720
RBM3	chrX	+	48574483	48581161
LINC02108	chr5	-	58541566	58558243
PTPRB	chr12	-	70515869	70610024
RHOH	chr4	+	40197030	40246967
SAR1A	chr10	-	70147288	70170514
XKR4	chr8	+	55102027	55542054
PROSER3	chr19	+	35758175	35771166
OBP2A	chr9	+	135546125	135549969
NTS	chr12	+	85874294	85882992
PTGER4	chr5	+	40679914	40693735
TMPO	chr12	+	98515589	98550350
CDY2A	chrY	-	17878260	17880220
CDY2A	chrY	+	18025786	18027746
MYOC	chr1	-	171635416	171652688
LHX5-AS1	chr12	+	113472002	113480481
SNORA21	chr17	-	38852862	38852995
MIR892A	chrX	-	145996668	145996743
ZNF852	chr3	-	44498736	44510617
LINC01349	chr1	-	100627049	100647004
NDUFAF3	chr3	+	49021640	49023493
LOC340512	chr9	-	106974832	107102988
LOC644554	chr19	+	37817410	37826638
LINC01755	chr1	+	55945086	55950119
SERPINB2	chr18	+	63887704	63903890
MGAT5	chr2	+	134119934	134454621
MIR1302-10	chr1	+	30365	30503
ZNF579	chr19	-	55576773	55580848
JPH3	chr16	+	87601834	87698155
SPATA31A7	chr9	+	60914406	60920650
SPATA31A7	chr9	+	61190035	61196280
AKT3	chr1	-	243499723	243851079
ZNF337-AS1	chr20	+	25624044	25675078
KRTAP12-3	chr21	+	44657931	44658341
IL1RN	chr2	+	113117970	113134014
NXT2	chrX	+	109537204	109544698
PAEP	chr9	+	135561755	135566954
LOC389199	chr4	+	7939000	7940296
SCRT1	chr8	-	144330564	144336482
SERHL	chr22	+	42500578	42512560
PRAMEF36P	chr1	-	13094514	13099717
PRAMEF36P	chr1	+	13127068	13132274
ADPRH	chr3	+	119579491	119589945
LINC02268	chr4	-	174094659	174220398
RASSF7	chr11	+	560969	564025
TRPM7	chr15	-	50557158	50686797
AP2B1	chr17	+	35587321	35726411
TKTL1	chrX	+	154305169	154330350
PRR18	chr6	-	166305299	166308392
MIR190A	chr15	+	62823956	62824041
TRMT44	chr4	+	8440776	8476555
SPON1	chr11	+	13962722	14268133
CCL16	chr17	-	35976498	35981497
LINC02156	chr12	+	47415007	47420179
OR2G2	chr1	+	247588359	247589313
VRK1	chr14	+	96797381	96881609
PSORS1C1	chr6	+	31114799	31140092
CNTNAP3P2	chr9	+	67059459	67297156
ENHO	chr9	-	34521042	34522990
EPM2AIP1	chr3	-	36985042	36993131
CCL18	chr17	+	36064271	36072032
ERICH3	chr1	-	74568122	74673792
CLEC3A	chr16	+	78022547	78032101
C9orf139	chr9	+	137027463	137036782
SNORD113-3	chr14	+	100929918	100929989
PCSK2	chr20	+	17227039	17484577
EDNRB	chr13	-	77895480	77919768
HEBP1	chr12	-	12974869	13000265
TRPV5	chr7	-	142908100	142933746
TAS2R5	chr7	+	141790216	141791367
SDHAF1	chr19	+	35995187	35996312
LDLR-AS1	chr19	-	11089067	11089659
MAP3K8	chr10	+	30434645	30461833
AICDA	chr12	-	8602170	8612859
PSME3IP1	chr16	-	57152465	57186116
GUCY2F	chrX	-	109372905	109482086
SNRNP40	chr1	-	31259567	31296788
MIR4762	chr22	+	45760523	45760598
BNIPL	chr1	+	151036585	151047720
ANKRD12	chr18	+	9136780	9285985
TAS2R3	chr7	+	141764096	141765197
LINC02461	chr12	+	43155314	43163110
LINC01322	chr3	+	165206959	165513728
HGD	chr3	-	120628171	120682239
ABCB6	chr2	-	219209771	219218958
LOC286297	chr9	-	63112402	63127100
LOC286297	chr9	-	65863791	65878507
INTS2	chr17	-	61865366	61927982
RCC1	chr1	+	28506042	28538989
RIPOR3	chr20	-	50586109	50691542
CPEB3	chr10	-	92046691	92291078
NCR2	chr6	+	41335607	41350889
SNORD3F	chr8	-	20614828	20614926
CDIN1	chr15	+	36579625	36810240
CXCL2	chr4	-	74097039	74099195
LINC01429	chr20	-	51831796	51862913
IMMP1L	chr11	-	31432400	31509622
MIR4433A	chr2	+	64340758	64340839
H1-3	chr6	-	26234211	26234987
IL32	chr16	+	3065402	3069530
G0S2	chr1	+	209675411	209676390
FAM217A	chr6	-	4068366	4079137
COX6C	chr8	-	99877864	99893707
TSPEAR-AS1	chr21	+	44506043	44516575
PTMAP11	chr9	+	96909074	96910455
LIM2	chr19	-	51379908	51387974
PCID2	chr13	-	113177535	113208669
PEX7	chr6	+	136822591	136913934
LGR5	chr12	+	71439797	71586308
KLF15	chr3	-	126342634	126357408
SNAP25	chr20	+	10218955	10307418
PGPEP1	chr19	+	18340597	18369950
GRK6P1	chr13	+	21319035	21322103
OR11H1	chr22	+	15528158	15529139
BSG	chr19	+	572595	583493
MIR147B	chr15	+	45433049	45433129
MFAP3	chr5	+	154038966	154057449
MBD3L2	chr19	+	7049339	7051735
OTX2	chr14	-	56799904	56805667
DNASE2B	chr1	+	84408269	84415018
BMI1	chr10	+	22321098	22331484
LINC01204	chrX	+	45505387	45523644
KCNE5	chrX	-	109623699	109625172
WIF1	chr12	-	65050625	65121305
GPRC5D	chr12	-	12940774	12950384
GET1	chr21	+	39380243	39397889
KIF3A	chr5	-	132692630	132737546
TM9SF3	chr10	-	96518109	96587012
LINC02217	chr5	+	17436736	17441694
MIR1185-2	chr14	+	101044197	101044282
PDE4DIPP6	chr1	+	148402505	148432546
MECOM-AS1	chr3	+	169447866	169477052
RAF1	chr3	-	12583600	12664117
TEX101	chr19	+	43388610	43418615
TMEM256-PLSCR3	chr17	-	7389727	7404131
LOC101927870	chr7	+	103445206	103514007
MIR4525	chr17	-	82668232	82668307
VBP1	chrX	+	155216459	155239841
C14orf28	chr14	+	44897274	44907257
CASS4	chr20	+	56412259	56460381
POMGNT2	chr3	-	43079233	43106079
SPARC	chr5	-	151661095	151686915
MIR4300	chr11	-	81890740	81890836
LINC01609	chr8	-	111098960	111236203
GRB2	chr17	-	75318075	75405678
GYPB	chr4	-	143996103	144019345
ZNF563	chr19	-	12317489	12333633
MSH4	chr1	+	75796881	75913241
